,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,shipping_days,arrival_status,estimated_days,arrival_days,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
64235,santos,SP,2018-02-26 14:09:57,2018-02-27 04:31:01,2018-02-28 19:42:59,2018-03-06 22:38:53,2018-03-16,5,,Comprei várias vezes na americana fui bem atendido.,2018-03-07 00:00:00,2018-03-08 03:28:52,2018-03-05 04:11:31,119.0,38.58,30.0,764.0,1.0,15700.0,1,boleto,1,157.58,dois corregos,SP,pet_shop,Home & Garden,92340.0,6,OnTime/Early,17,8,Neutral,Fast,Very Fast
61768,belo horizonte,MG,2017-08-24 17:53:32,2017-08-25 03:04:13,2017-08-25 15:20:42,2017-09-04 19:14:21,2017-09-18,5,,,2017-09-05 00:00:00,2017-09-07 00:23:31,2017-08-31 03:04:13,45.0,16.11,58.0,622.0,2.0,700.0,1,boleto,1,61.11,serra negra,SP,toys,Entertainment,24000.0,10,OnTime/Early,24,11,Neutral,Fast,Fast
42550,curitiba,PR,2018-03-22 07:38:32,2018-03-24 02:15:57,2018-03-28 16:06:24,2018-04-03 00:58:34,2018-04-13,1,,"Na foto do site consta o produto com 120 cápsulas. 
Os potes que recebi tem 60 cápsulas cada.
Respeito com o consumidor não existe.
Péssimo serviço.",2018-04-03 00:00:00,2018-04-05 23:58:49,2018-03-29 02:15:57,123.9,22.58,30.0,2162.0,1.0,1563.0,1,boleto,1,439.44,coronel fabriciano,MG,sports_leisure,Entertainment,5440.0,5,OnTime/Early,21,11,Neutral,Fast,Very Fast
104732,uberaba,MG,2017-09-06 15:31:17,2017-09-06 15:43:32,2017-09-09 13:22:35,2017-09-14 22:35:52,2017-09-27,5,,Ok,2017-09-15 00:00:00,2017-09-16 13:48:16,2017-09-13 15:43:32,23.5,15.1,50.0,176.0,1.0,300.0,1,credit_card,8,154.4,ibitinga,SP,bed_bath_table,Furniture,23625.0,5,OnTime/Early,20,8,Neutral,Fast,Very Fast
93277,sao jose do rio preto,SP,2017-08-10 13:17:10,2017-08-10 13:30:23,2017-08-10 19:38:04,2017-08-15 17:39:59,2017-08-30,5,,,2017-08-16 00:00:00,2017-08-16 23:51:09,2017-08-16 13:30:23,130.0,13.93,36.0,527.0,1.0,1200.0,1,credit_card,6,143.93,mogi das cruzes,SP,books_technical,Books & Stationery,1656.0,4,OnTime/Early,19,5,Neutral,Very Fast,Very Fast
48607,sao paulo,SP,2018-07-21 21:08:03,2018-07-21 21:35:07,2018-07-24 07:15:00,2018-07-27 19:16:37,2018-08-09,5,entrega boa,"o material nunca é igual a impressão que temos na tela, de toda forma o serviço foi muito bom.",2018-07-28 00:00:00,2018-07-31 13:38:30,2018-07-26 21:30:58,26.9,12.85,48.0,120.0,1.0,300.0,1,credit_card,1,39.75,ibitinga,SP,bed_bath_table,Furniture,4800.0,3,OnTime/Early,18,5,Neutral,Very Fast,Very Fast
23611,sao bernardo do campo,SP,2017-05-06 18:04:27,2017-05-06 18:15:15,2017-05-15 13:16:14,2017-05-17 14:44:53,2017-05-31,3,,Muito bom. ..recomendo ,2017-05-18 00:00:00,2017-05-24 19:18:56,2017-05-11 18:15:15,29.9,14.1,34.0,240.0,12.0,200.0,1,credit_card,4,44.0,curitiba,PR,fashion_shoes,Fashion,3248.0,2,OnTime/Early,24,10,Neutral,Fast,Very Fast
3224,aparecida de goiania,GO,2018-03-05 18:12:28,2018-03-06 03:49:36,2018-03-07 17:52:00,2018-03-14 20:38:26,2018-03-22,5,,,2018-03-15 00:00:00,2018-03-19 10:25:30,2018-03-12 03:49:36,19.5,15.23,49.0,903.0,8.0,500.0,1,boleto,1,34.73,sao paulo,SP,agro_industry_and_commerce,Industry & Construction,2057.0,7,OnTime/Early,16,9,Neutral,Fast,Very Fast
90592,carapicuiba,SP,2017-03-04 16:02:45,2017-03-05 16:10:10,2017-03-06 11:08:11,2017-03-14 12:48:43,2017-03-23,4,,,2017-03-15 00:00:00,2017-03-16 11:17:24,2017-03-09 16:10:10,129.0,13.48,45.0,769.0,1.0,1400.0,1,credit_card,1,142.48,serra negra,SP,toys,Entertainment,16000.0,8,OnTime/Early,18,9,Neutral,Fast,Fast
45985,buriti do tocantins,TO,2017-04-12 11:02:29,2017-04-13 02:45:33,2017-04-13 16:49:05,2017-05-09 06:35:53,2017-05-16,5,,,2017-05-10 00:00:00,2017-05-10 19:03:06,2017-04-19 02:45:33,59.9,26.89,53.0,335.0,5.0,1800.0,1,boleto,1,86.79,apucarana,PR,housewares,Home & Garden,45000.0,25,OnTime/Early,33,26,Slow,Slow,Slow
20351,diadema,SP,2017-04-06 21:46:04,2017-04-07 21:50:20,2017-04-10 13:48:28,2017-04-12 11:57:59,2017-04-27,5,,,2017-04-13 00:00:00,2017-04-14 01:07:25,2017-04-12 21:50:20,28.9,11.74,57.0,684.0,4.0,700.0,1,voucher,1,121.92,salto,SP,sports_leisure,Entertainment,2576.0,1,OnTime/Early,20,5,Neutral,Very Fast,Very Fast
29895,passo fundo,RS,2018-06-02 15:26:28,2018-06-02 15:49:57,2018-06-05 08:53:00,2018-06-18 16:46:38,2018-07-19,4,,,2018-06-19 00:00:00,2018-06-20 19:03:34,2018-06-11 15:49:57,44.99,19.32,54.0,634.0,1.0,1000.0,1,credit_card,4,128.62,ibitinga,SP,bed_bath_table,Furniture,2560.0,13,OnTime/Early,46,16,Very Slow,Neutral,Fast
78281,carmo,RJ,2018-07-23 00:39:48,2018-07-28 23:31:04,2018-07-24 14:38:00,2018-07-31 23:38:35,2018-08-09,5,Ótima ,"Otima empresa, produto chegou antes do prazo e perfeito.",2018-08-01 00:00:00,2018-08-01 20:42:25,2018-07-26 03:45:07,49.99,18.45,54.0,1536.0,2.0,250.0,1,boleto,1,68.44,santo andre,SP,perfumery,Beauty & Health,3360.0,7,OnTime/Early,16,8,Neutral,Fast,Very Fast
55053,sao paulo,SP,2018-03-21 10:24:44,2018-03-21 10:35:23,2018-03-22 20:49:45,2018-03-29 13:34:37,2018-04-09,1,,O produto entregue é diferente do anunciado já que no próprio anúncio não dizia que seria de plástico então quero a troca ou no meu dinheiro de volta. ,2018-03-30 00:00:00,2018-04-01 21:16:06,2018-03-27 10:35:23,39.0,12.79,44.0,445.0,1.0,550.0,1,credit_card,1,51.79,ibitinga,SP,bed_bath_table,Furniture,1710.0,6,OnTime/Early,18,8,Neutral,Fast,Very Fast
85854,monte azul paulista,SP,2017-10-01 19:01:48,2017-10-01 19:14:15,2017-10-02 20:52:44,2017-10-10 13:37:49,2017-10-24,5,,,2017-10-11 00:00:00,2017-10-13 10:55:38,2017-10-05 19:14:15,169.99,12.69,43.0,597.0,1.0,450.0,1,credit_card,8,182.68,barueri,SP,watches_gifts,Electronics,5236.0,7,OnTime/Early,22,8,Neutral,Fast,Very Fast
80028,braco do norte,SC,2017-09-20 14:49:31,2017-09-20 14:55:24,2017-09-25 19:12:40,2017-10-06 12:47:39,2017-10-11,1,,,2017-10-07 00:00:00,2017-10-08 07:02:12,2017-09-26 14:55:24,99.9,19.94,50.0,465.0,1.0,13350.0,1,credit_card,10,175.76,belo horizonte,MG,bed_bath_table,Furniture,8000.0,10,OnTime/Early,20,15,Neutral,Fast,Fast
90308,cerquilho,SP,2017-04-29 16:26:37,2017-04-29 16:42:58,2017-05-02 16:38:09,2017-05-08 10:32:43,2017-05-23,5,,"Produto chegou rápido, com a qualidade esperada. Além de ser uma loja com preços muito bons e produtos interessantes.",2017-05-09 00:00:00,2017-05-11 00:13:23,2017-05-05 16:42:58,109.9,24.05,47.0,482.0,2.0,16100.0,1,credit_card,2,108.18,santa barbara d´oeste,SP,luggage_accessories,Home & Garden,100100.0,5,OnTime/Early,23,8,Neutral,Fast,Very Fast
87293,sao goncalo,RJ,2018-02-19 11:37:37,2018-02-19 12:35:23,2018-02-21 19:46:54,2018-02-27 19:59:04,2018-03-12,5,,,2018-02-28 00:00:00,2018-03-06 13:25:01,2018-02-23 12:31:18,37.99,14.1,60.0,777.0,6.0,300.0,1,boleto,1,52.09,sao paulo,SP,telephony,Electronics,816.0,6,OnTime/Early,20,8,Neutral,Fast,Very Fast
14885,sao paulo,SP,2017-08-21 10:38:54,2017-08-21 11:04:42,2017-08-22 14:03:00,2017-08-24 17:31:39,2017-09-05,5,,"Entrega estava prevista para dia 05/09 e chegou dia 24/08, super rápido!",2017-08-25 00:00:00,2017-08-28 11:00:42,2017-08-25 11:04:42,67.0,9.27,35.0,100.0,3.0,410.0,1,credit_card,7,76.27,jacarei,SP,consoles_games,Electronics,3600.0,2,OnTime/Early,14,3,Fast,Very Fast,Very Fast
36237,porto alegre,RS,2018-02-28 14:06:00,2018-03-02 02:40:31,2018-03-02 18:45:29,2018-03-23 21:27:54,2018-03-20,5,,,2018-03-23 00:00:00,2018-03-25 20:35:36,2018-03-08 02:16:06,45.0,15.1,25.0,469.0,1.0,225.0,1,boleto,1,60.1,rio do sul,SC,sports_leisure,Entertainment,4320.0,21,Late,19,23,Neutral,Neutral,Neutral
86716,itaborai,RJ,2017-08-07 10:36:36,2017-08-07 10:50:19,2017-08-09 12:20:06,2017-08-16 18:28:55,2017-08-31,3,,Produto muito bom,2017-08-17 00:00:00,2017-08-18 00:33:40,2017-08-15 10:50:19,34.99,14.1,56.0,575.0,1.0,200.0,1,credit_card,4,49.09,santo andre,SP,health_beauty,Beauty & Health,4500.0,7,OnTime/Early,23,9,Neutral,Fast,Very Fast
71099,ribeirao preto,SP,2017-11-01 22:25:54,2017-11-01 22:45:14,2017-11-03 18:03:59,2017-11-14 19:33:15,2017-11-27,5,,Chegou tudo bem embalado e em perfeito estado,2017-11-15 00:00:00,2017-11-20 12:43:16,2017-11-07 22:45:14,249.99,26.26,46.0,762.0,3.0,17300.0,1,credit_card,10,828.74,ilicinea,MG,garden_tools,Furniture,17576.0,11,OnTime/Early,25,12,Slow,Fast,Fast
57623,osasco,SP,2017-06-13 08:37:27,2017-06-13 08:50:10,2017-06-13 15:44:09,2017-06-14 15:42:10,2017-06-27,3,,"O frete deveria ser cobrado pela quantidade total adquirida e não por cada produto comprado. No meu caso comprei 2 refis de filtro e paguei 2 fretes, sendo que poderia ter pago um só proporcional.",2017-06-15 00:00:00,2017-06-20 11:59:36,2017-06-19 08:50:10,35.39,7.78,35.0,2395.0,1.0,350.0,1,credit_card,2,86.34,guarulhos,SP,baby,Fashion,3192.0,0,OnTime/Early,13,1,Fast,Very Fast,Very Fast
90838,sao paulo,SP,2018-02-09 18:22:59,2018-02-09 18:35:24,2018-02-16 19:58:57,2018-02-26 23:38:40,2018-03-07,5,,,2018-02-27 00:00:00,2018-03-05 13:26:50,2018-02-19 17:35:24,59.99,13.44,57.0,592.0,1.0,1600.0,1,credit_card,5,73.43,ibitinga,SP,bed_bath_table,Furniture,4480.0,10,OnTime/Early,25,17,Slow,Neutral,Fast
7667,patos de minas,MG,2018-08-12 14:46:40,2018-08-12 15:04:28,2018-08-13 15:06:00,2018-08-17 18:28:46,2018-08-27,5,,,2018-08-18 00:00:00,2018-08-20 21:46:59,2018-08-14 15:04:28,99.9,23.5,54.0,187.0,3.0,1500.0,1,credit_card,2,123.4,ibitinga,SP,bed_bath_table,Furniture,23625.0,4,OnTime/Early,14,5,Fast,Very Fast,Very Fast
1896,sorocaba,SP,2018-05-11 11:32:59,2018-05-11 11:50:40,2018-05-14 16:16:00,2018-05-15 18:53:39,2018-05-23,4,,,2018-05-16 00:00:00,2018-05-21 10:23:02,2018-05-17 11:50:40,150.0,13.95,53.0,616.0,1.0,4000.0,1,credit_card,3,163.95,sao paulo,SP,furniture_decor,Furniture,31500.0,1,OnTime/Early,11,4,Fast,Very Fast,Very Fast
82754,parauapebas,PA,2017-06-11 18:22:10,2017-06-11 18:35:11,2017-06-13 10:09:26,2017-06-28 17:07:58,2017-07-20,5,,,2017-06-29 00:00:00,2017-07-01 23:09:16,2017-06-20 18:35:11,56.99,25.68,48.0,1003.0,4.0,350.0,1,credit_card,1,82.67,santo andre,SP,perfumery,Beauty & Health,3960.0,15,OnTime/Early,38,16,Slow,Neutral,Fast
8782,rio de janeiro,RJ,2018-06-22 00:13:26,2018-06-23 01:40:06,2018-06-27 11:45:00,2018-07-11 23:08:37,2018-08-06,3,,"O produto é de péssima qualidade , pelo preço que foi eu esperava melhor qualidade , toalhas ralé e rala , só serve mesmo para usar na praia , além de ásperas , em fim propaganda enganosa .",2018-07-12 00:00:00,2018-07-15 00:14:32,2018-06-28 01:30:35,149.0,41.33,52.0,627.0,1.0,6350.0,1,credit_card,2,190.33,brusque,SC,bed_bath_table,Furniture,27000.0,14,OnTime/Early,44,19,Very Slow,Neutral,Fast
25105,rio de janeiro,RJ,2018-02-23 12:52:13,2018-02-23 13:15:38,2018-03-12 18:26:48,2018-04-09 20:04:58,2018-03-20,5,,,2018-03-22 00:00:00,2018-03-22 22:45:59,2018-03-01 13:15:38,74.9,16.96,33.0,256.0,1.0,180.0,1,credit_card,1,91.86,maringa,PR,computers_accessories,Electronics,2210.0,28,Late,24,45,Neutral,Very Slow,Slow
106843,divinopolis,MG,2017-08-27 18:32:46,2017-08-29 04:50:15,2017-08-29 18:43:10,2017-09-08 18:19:58,2017-09-18,5,,"A única coisa é a fatura ser pago somente no Banco do Brasil ou preferencial neste Banco . E quando não é cliente é um banco de muitos movimento para ter que enfrentar a fila para se pagar em caixa. 
",2017-09-09 00:00:00,2017-09-11 01:28:36,2017-09-04 04:50:15,45.9,15.1,58.0,560.0,1.0,650.0,1,boleto,1,122.0,valinhos,SP,perfumery,Beauty & Health,3200.0,9,OnTime/Early,21,11,Neutral,Fast,Fast
104350,rio das ostras,RJ,2018-03-05 20:40:38,2018-03-05 20:50:30,2018-03-13 19:29:33,2018-04-02 22:08:55,2018-04-06,4,,,2018-04-03 00:00:00,2018-04-04 13:16:34,2018-03-15 20:50:30,76.9,22.25,48.0,475.0,1.0,213.0,1,credit_card,10,198.3,sarandi,PR,computers_accessories,Electronics,1155.0,20,OnTime/Early,31,28,Slow,Slow,Neutral
54507,curitiba,PR,2018-06-06 08:22:08,2018-06-06 09:11:19,2018-06-06 12:49:00,2018-06-12 21:51:53,2018-07-13,5,,,2018-06-13 00:00:00,2018-06-14 11:12:24,2018-06-14 09:11:19,45.0,15.23,58.0,696.0,1.0,650.0,1,credit_card,1,60.23,sao paulo,SP,health_beauty,Beauty & Health,352.0,6,OnTime/Early,36,6,Slow,Very Fast,Very Fast
40805,nova friburgo,RJ,2018-08-07 15:54:26,2018-08-07 16:05:22,2018-08-08 14:52:00,2018-08-16 20:08:42,2018-08-24,1,"Consta que chegou, mas na",CONSTA QUE FOI ENTREGUE MAS NÃO CHEGOU NADA,2018-08-17 00:00:00,2018-08-20 18:28:27,2018-08-09 16:05:22,64.99,18.56,38.0,571.0,1.0,147.0,1,credit_card,8,83.55,araguari,MG,toys,Entertainment,1680.0,8,OnTime/Early,16,9,Neutral,Fast,Fast
77711,itanhaem,SP,2018-05-14 10:22:09,2018-05-14 10:35:09,2018-05-14 12:53:00,2018-05-21 19:12:44,2018-06-01,5,recomendo,"Produto de ótima qualidade, recomendo a todos do ML",2018-05-22 00:00:00,2018-05-23 11:04:58,2018-05-18 10:31:23,32.9,13.71,35.0,165.0,2.0,650.0,1,credit_card,4,46.61,ibitinga,SP,bed_bath_table,Furniture,4680.0,7,OnTime/Early,17,7,Neutral,Very Fast,Very Fast
58361,sao paulo,SP,2018-07-27 12:45:51,2018-07-27 13:04:20,2018-08-02 13:33:00,2018-08-06 17:20:53,2018-08-17,2,boa,,2018-08-07 00:00:00,2018-08-07 20:37:18,2018-08-06 13:04:20,679.0,19.85,30.0,900.0,1.0,605.0,1,credit_card,7,698.85,niteroi,RJ,telephony,Electronics,3584.0,4,OnTime/Early,20,10,Neutral,Fast,Very Fast
74145,sao paulo,SP,2018-02-02 12:49:01,2018-02-03 02:53:41,2018-02-05 22:56:42,2018-02-14 22:42:11,2018-02-26,5,,obrigado pela entrega antes da data prevista ,2018-02-15 00:00:00,2018-02-16 14:19:16,2018-02-08 02:53:41,40.99,11.85,45.0,650.0,1.0,75.0,1,boleto,1,317.04,ribeirao preto,SP,perfumery,Beauty & Health,968.0,8,OnTime/Early,23,12,Neutral,Fast,Fast
92065,parobe,RS,2016-10-06 15:14:09,2016-10-07 03:14:14,2016-10-26 11:51:17,2016-10-27 12:27:36,2016-12-02,5,,,2016-10-28 00:00:00,2016-10-31 11:32:57,2016-10-11 03:14:15,89.9,17.47,63.0,406.0,2.0,1400.0,1,boleto,1,107.37,votuporanga,SP,sports_leisure,Entertainment,9600.0,1,OnTime/Early,56,20,Very Slow,Neutral,Very Fast
107783,vespasiano,MG,2018-06-14 10:09:27,2018-06-15 02:37:33,2018-06-15 15:40:00,2018-06-21 15:42:35,2018-07-11,5,,,2018-06-22 00:00:00,2018-07-02 14:48:03,2018-06-19 02:37:33,110.49,16.96,53.0,847.0,2.0,600.0,1,boleto,1,127.45,sao paulo,SP,sports_leisure,Entertainment,2640.0,6,OnTime/Early,26,7,Slow,Very Fast,Very Fast
55812,aracaju,SE,2017-06-07 09:59:42,2017-06-07 10:10:12,2017-06-07 15:03:27,2017-06-28 12:18:18,2017-07-11,1,,Os produtos que me mandaram foram replicas do que eu solicitei. Produtos de péssima qualidade!!!,2017-06-29 00:00:00,2017-06-30 13:43:20,2017-06-14 10:10:12,149.0,38.59,58.0,419.0,5.0,1700.0,1,credit_card,3,187.59,campo limpo paulista,SP,toys,Entertainment,26250.0,20,OnTime/Early,33,21,Slow,Neutral,Neutral
76512,rio de janeiro,RJ,2018-01-07 16:56:57,2018-01-07 17:09:24,2018-01-09 18:29:33,2018-01-26 15:52:13,2018-02-07,1,,Não recebi o produto comprado há mais de 20 dias,2018-01-27 00:00:00,2018-01-30 02:53:23,2018-01-11 17:09:24,299.0,23.96,58.0,1977.0,5.0,2750.0,1,credit_card,10,968.88,curitiba,PR,furniture_decor,Furniture,8349.0,16,OnTime/Early,30,18,Slow,Neutral,Neutral
65541,sao paulo,SP,2017-12-08 15:47:02,2017-12-08 15:56:24,2017-12-11 20:41:31,2017-12-13 23:41:24,2017-12-27,5,,só tenho a elogiar e agradecer por ter comprado aqui.,2017-12-14 00:00:00,2017-12-15 10:33:01,2017-12-14 15:56:24,14.9,7.78,58.0,393.0,2.0,200.0,1,credit_card,1,22.68,guarulhos,SP,stationery,Books & Stationery,528.0,2,OnTime/Early,18,5,Neutral,Very Fast,Very Fast
96657,marica,RJ,2017-11-28 12:01:28,2017-11-30 13:31:19,2017-12-02 00:09:16,2017-12-08 17:06:47,2017-12-22,5,,,2017-12-09 00:00:00,2017-12-10 21:23:02,2017-12-06 11:56:24,24.99,14.1,58.0,734.0,3.0,250.0,1,credit_card,3,39.09,sao paulo,SP,telephony,Electronics,816.0,6,OnTime/Early,23,10,Neutral,Fast,Very Fast
39252,sao paulo,SP,2018-05-19 10:58:30,2018-05-22 09:15:28,2018-05-23 15:21:00,2018-06-04 15:36:44,2018-06-08,3,,,2018-06-05 00:00:00,2018-06-07 20:15:52,2018-05-28 09:15:28,53.9,14.47,56.0,348.0,2.0,1550.0,1,boleto,1,273.48,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,12,OnTime/Early,19,16,Neutral,Neutral,Fast
1327,cacapava,SP,2017-09-09 18:31:38,2017-09-09 18:50:14,2017-09-13 19:39:37,2017-09-19 17:33:22,2017-09-27,1,,"O Varão vem em 4 partes, mas quando se encaixam ficam com folga, ai quanto pendura a cortina ele fica torto com uma ""barriga"" entre um Gancho de fixação e outro!! ",2017-09-20 00:00:00,2017-09-20 22:39:25,2017-09-14 18:50:14,49.7,13.37,56.0,296.0,3.0,1700.0,1,credit_card,6,63.07,ibitinga,SP,furniture_decor,Furniture,10500.0,5,OnTime/Early,17,9,Neutral,Fast,Very Fast
41517,pitangueiras,SP,2017-08-06 19:40:37,2017-08-06 19:55:06,2017-08-07 19:53:57,2017-08-11 13:49:50,2017-08-25,5,,otima,2017-08-12 00:00:00,2017-08-14 16:06:54,2017-08-10 19:55:06,49.9,11.85,54.0,530.0,3.0,400.0,1,credit_card,6,61.75,santa barbara d'oeste,SP,furniture_decor,Furniture,3750.0,3,OnTime/Early,18,4,Neutral,Very Fast,Very Fast
21397,niteroi,RJ,2018-02-28 07:34:42,2018-02-28 07:48:09,2018-03-01 19:57:24,2018-04-07 14:57:44,2018-03-28,1,,Até a presente data não recebi o produto. Gostaria de saber como devo proceder.... solicito estorno do valor pago!?,2018-03-30 00:00:00,2018-04-03 22:07:19,2018-03-06 07:48:09,26.0,15.11,43.0,595.0,1.0,1050.0,1,credit_card,1,41.11,pedreira,SP,housewares,Home & Garden,27000.0,36,Late,27,38,Slow,Slow,Slow
99626,rio de janeiro,RJ,2017-11-30 18:40:48,2017-11-30 18:50:48,2017-12-08 12:05:43,2017-12-13 00:52:26,2017-12-22,1,,Das 6 taças compradas recebi apenas duas. Estou aguardando solução para o recebimento das restantes.,2017-12-14 00:00:00,2017-12-15 01:18:19,2017-12-06 18:50:48,22.66,14.24,59.0,932.0,1.0,1350.0,1,credit_card,1,110.7,sao paulo,SP,housewares,Home & Garden,5760.0,4,OnTime/Early,21,12,Neutral,Fast,Very Fast
78345,dois vizinhos,PR,2017-12-15 14:34:17,2017-12-15 14:52:55,2017-12-21 18:23:23,2018-01-03 20:09:20,2018-01-16,4,,muito bom o produto fiquei bem satisteito e vou adquerir mais deste mesmo produto muito bom,2018-01-04 00:00:00,2018-01-11 12:17:03,2017-12-22 14:52:55,149.9,21.54,58.0,2400.0,2.0,10800.0,1,credit_card,10,171.44,joinville,SC,bed_bath_table,Furniture,52488.0,13,OnTime/Early,31,19,Slow,Neutral,Fast
79698,satubinha,MA,2017-04-18 16:00:31,2017-04-20 02:55:33,2017-04-20 14:04:00,2017-05-10 07:47:41,2017-05-23,5,,,2017-05-11 00:00:00,2017-05-16 17:38:40,2017-04-27 02:55:33,39.9,26.61,37.0,385.0,1.0,3800.0,1,boleto,1,133.02,cafelandia,SP,pet_shop,Home & Garden,47250.0,19,OnTime/Early,34,21,Slow,Neutral,Neutral
91111,rio de janeiro,RJ,2017-12-01 10:57:07,2017-12-01 12:31:34,2017-12-07 17:36:00,2018-01-11 19:07:04,2017-12-29,2,,"Comprei pra da de presente e até hoje dia 2-1 não foi entregue muito triste com essa compra q fiz, aguardado ",2017-12-31 00:00:00,2018-01-02 12:17:49,2017-12-07 11:17:18,70.97,17.75,41.0,673.0,1.0,3008.0,1,credit_card,3,88.72,laranjal paulista,SP,toys,Entertainment,46080.0,35,Late,27,41,Slow,Very Slow,Slow
81165,marechal candido rondon,PR,2018-06-08 13:56:46,2018-06-08 14:47:18,2018-06-12 10:09:00,2018-06-23 00:51:19,2018-06-29,3,Regular,"A Encomenda estava com a caixa aberta, mas o produto chegou em perfeito estado.",2018-06-23 00:00:00,2018-06-23 21:00:40,2018-06-12 14:47:18,158.0,23.69,57.0,137.0,1.0,17050.0,1,credit_card,10,181.69,sao paulo,SP,housewares,Home & Garden,28000.0,10,OnTime/Early,20,14,Neutral,Fast,Fast
85898,sao paulo,SP,2018-07-28 13:10:32,2018-07-28 13:24:10,2018-07-31 15:22:00,2018-08-02 20:14:25,2018-08-06,5,,,2018-08-03 00:00:00,2018-08-06 11:41:52,2018-08-02 13:24:10,48.9,11.36,60.0,1511.0,4.0,665.0,1,credit_card,1,60.26,sao paulo,SP,consoles_games,Electronics,4352.0,2,OnTime/Early,8,5,Fast,Very Fast,Very Fast
103452,rio de janeiro,RJ,2018-05-16 20:14:30,2018-05-16 20:35:15,2018-05-17 12:55:00,2018-05-22 19:26:40,2018-06-20,5,,,2018-05-23 00:00:00,2018-05-28 15:57:03,2018-05-18 20:35:15,185.0,23.87,45.0,772.0,1.0,1300.0,1,credit_card,8,208.87,sao joaquim da barra,SP,sports_leisure,Entertainment,31500.0,5,OnTime/Early,34,5,Slow,Very Fast,Very Fast
86703,varzea paulista,SP,2017-03-09 18:56:53,2017-03-09 18:56:53,2017-03-13 12:36:20,2017-03-15 15:37:33,2017-03-28,3,,,2017-03-17 00:00:00,2017-03-17 10:12:56,2017-03-15 18:56:53,59.9,15.53,49.0,489.0,2.0,16250.0,1,credit_card,2,75.43,santa barbara d´oeste,SP,luggage_accessories,Home & Garden,37206.0,2,OnTime/Early,18,5,Neutral,Very Fast,Very Fast
24936,sao paulo,SP,2018-07-07 16:24:11,2018-07-07 16:35:21,2018-07-10 08:39:00,2018-07-11 15:14:39,2018-07-23,5,,,2018-07-12 00:00:00,2018-07-13 07:56:31,2018-07-12 16:35:21,16.5,7.39,44.0,705.0,2.0,150.0,1,credit_card,2,23.89,sao paulo,SP,baby,Fashion,7344.0,1,OnTime/Early,15,3,Fast,Very Fast,Very Fast
80479,registro,SP,2018-02-22 08:18:52,2018-02-23 02:09:03,2018-02-27 18:09:24,2018-03-14 23:21:09,2018-03-19,4,,,2018-03-15 00:00:00,2018-03-16 11:01:00,2018-03-01 02:09:03,108.0,16.52,58.0,3006.0,2.0,1000.0,1,boleto,1,124.52,rio de janeiro,RJ,watches_gifts,Electronics,7632.0,15,OnTime/Early,24,20,Neutral,Neutral,Fast
89568,recife,PE,2017-05-22 22:21:31,2017-05-22 22:30:16,2017-05-24 12:14:23,2017-05-26 09:58:01,2017-06-29,4,,,2017-05-27 00:00:00,2017-05-30 13:52:12,2017-05-31 22:30:16,19.99,17.63,48.0,575.0,1.0,100.0,1,credit_card,3,37.62,santo andre,SP,health_beauty,Beauty & Health,4500.0,1,OnTime/Early,37,3,Slow,Very Fast,Very Fast
55544,sao paulo,SP,2018-02-06 17:30:15,2018-02-06 18:22:10,2018-02-09 14:13:22,2018-03-02 18:09:00,2018-03-02,1,,Demorou muito pra entregar.,2018-03-03 00:00:00,2018-03-06 00:08:28,2018-02-12 18:22:10,114.9,13.82,56.0,2536.0,2.0,1800.0,1,credit_card,4,128.72,ibitinga,SP,bed_bath_table,Furniture,11352.0,21,Late,23,24,Neutral,Neutral,Neutral
42934,santa maria,RS,2018-02-04 23:32:38,2018-02-04 23:49:50,2018-02-05 16:42:15,2018-02-27 20:47:57,2018-03-09,4,,,2018-02-28 00:00:00,2018-03-01 02:05:10,2018-02-08 23:49:50,424.2,55.57,54.0,562.0,2.0,15000.0,1,credit_card,9,479.77,sao bernardo do campo,SP,home_construction,Furniture,75000.0,22,OnTime/Early,32,22,Slow,Neutral,Neutral
5286,caldas novas,GO,2017-07-17 21:38:27,2017-07-17 21:50:17,2017-07-18 17:23:53,2017-07-27 19:57:32,2017-08-14,4,,Eu recomendo o Vendedor.,2017-07-28 00:00:00,2017-07-29 00:07:46,2017-07-23 21:50:17,118.9,25.67,52.0,1026.0,1.0,3300.0,1,credit_card,1,289.14,cafelandia,SP,pet_shop,Home & Garden,47520.0,9,OnTime/Early,27,9,Slow,Fast,Fast
44124,santo antonio de padua,RJ,2017-07-23 05:14:03,2017-07-23 05:25:07,2017-07-25 22:47:31,2017-07-28 17:09:21,2017-08-23,5,,,2017-07-29 00:00:00,2017-07-29 23:29:46,2017-08-04 05:25:07,77.94,16.31,49.0,138.0,2.0,850.0,1,credit_card,4,94.25,monteiro lobato,SP,baby,Fashion,4050.0,2,OnTime/Early,30,5,Slow,Very Fast,Very Fast
